Entry No.	Data source	Lab	Run	Type	Observed ys (m)	duration (hr)	Flume data	width (m)	Lflume (m)	Sediment data	d50 (mm)	sigma_g	Flow data	y (m)	V (m/s)	Vc (m/s) original paper	Vc paper	Pier data	Column dimensions	bcol (m)	Lcol (m)	Pier shape	Kshape,col	Pile cap dimensions	bpc (m)	Lpc (m)	T (m)	f (m)	f2 (m)	h0 (m)	h1 (m)	PC shape	Kshape,pc	Pile group dimensions	bp (m)	m	n	Sn (m)	Sm (m)	Pier shape	Kshape,pg	****
205	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M2E	complex pier	0.185	412	****	1	219	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2212	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.09	0.015	0.015	0.043	0.133	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
206	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M2F	complex pier	0.192	599	****	1	220	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2213	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.09	0.015	0.015	-0.023	0.067	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
207	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M2H	complex pier	0.189	593	****	1	221	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2214	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.09	0.015	0.015	-0.08	0.01	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
208	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M2I	complex pier	0.245	671	****	1	222	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2215	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.09	0.015	0.015	-0.09	0	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
209	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M2J	complex pier	0.212	527	****	1	223	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2216	****	****	0.17	0.493	Round Nose	1	****	0.2	0.523	0.09	0.015	0.015	-0.137	-0.047	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
210	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M3E	complex pier	0.175	675	****	1	224	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2217	****	****	0.14	0.463	Round Nose	1	****	0.2	0.523	0.09	0.03	0.03	0.043	0.133	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
211	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M3F	complex pier	0.177	646	****	1	225	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2218	****	****	0.14	0.463	Round Nose	1	****	0.2	0.523	0.09	0.03	0.03	-0.023	0.067	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
212	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M3H	complex pier	0.175	351	****	1	226	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2219	****	****	0.14	0.463	Round Nose	1	****	0.2	0.523	0.09	0.03	0.03	-0.08	0.01	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
213	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M3I	complex pier	0.225	594	****	1	227	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2220	****	****	0.14	0.463	Round Nose	1	****	0.2	0.523	0.09	0.03	0.03	-0.09	0	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
214	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M3J	complex pier	0.162	576	****	1	228	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2221	****	****	0.14	0.463	Round Nose	1	****	0.2	0.523	0.09	0.03	0.03	-0.137	-0.047	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
215	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M3K	complex pier	0.184	600	****	1	229	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2222	****	****	0.14	0.463	Round Nose	1	****	0.2	0.523	0.09	0.03	0.03	-0.19	-0.1	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
216	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M3L	complex pier	0.218	696	****	1	230	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2223	****	****	0.14	0.463	Round Nose	1	****	0.2	0.523	0.09	0.03	0.03	-0.39	-0.3	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
217	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M4E	complex pier	0.173	406	****	1	231	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2224	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.12	0.045	0.045	0.013	0.133	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
218	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M4F	complex pier	0.16	675	****	1	232	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2225	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.12	0.045	0.045	-0.053	0.067	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
219	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M4G	complex pier	0.201	479	****	1	233	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2226	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.12	0.045	0.045	-0.083	0.037	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
220	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M4H	complex pier	0.184	696	****	1	234	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2227	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.12	0.045	0.045	-0.11	0.01	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
221	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M4I	complex pier	0.113	593	****	1	235	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2228	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.12	0.045	0.045	-0.12	0	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
222	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M4J	complex pier	0.103	1126	****	1	236	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2229	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.12	0.045	0.045	-0.17	-0.05	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
223	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M4K	complex pier	0.148	595	****	1	237	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2230	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.12	0.045	0.045	-0.22	-0.1	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
224	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M4L	complex pier	0.178	597	****	1	238	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2231	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.12	0.045	0.045	-0.42	-0.3	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
225	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M5E	complex pier	0.161	311	****	1	239	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2232	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.09	0.045	0.045	0.043	0.133	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
226	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M5F	complex pier	0.159	431	****	1	240	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2233	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.09	0.045	0.045	-0.023	0.067	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
227	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M5G	complex pier	0.168	577	****	1	241	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2234	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.09	0.045	0.045	-0.053	0.037	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
228	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M5H	complex pier	0.118	671	****	1	242	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2235	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.09	0.045	0.045	-0.08	0.01	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
229	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M5I	complex pier	0.112	647	****	1	243	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2236	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.09	0.045	0.045	-0.09	0	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
230	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M6E	complex pier	0.141	428	****	1	244	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2237	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.06	0.045	0.045	0.073	0.133	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
231	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M6F	complex pier	0.136	453	****	1	245	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2238	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.06	0.045	0.045	0.007	0.067	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
232	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M6G	complex pier	0.195	481	****	1	246	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2239	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.06	0.045	0.045	-0.023	0.037	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
233	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M6H	complex pier	0.176	577	****	1	247	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2240	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.06	0.045	0.045	-0.05	0.01	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
234	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M6I	complex pier	0.157	647	****	1	248	****	0.86	1.34	****	0.2	0.26	0.32	Beheshti&Ataie 2241	****	****	0.11	0.433	Round Nose	1	****	0.2	0.523	0.06	0.045	0.045	-0.06	0	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
235	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M7M	complex pier	0.139	265	****	1	249	****	0.86	1.34	****	0.18	0.31	0.32	Beheshti&Ataie 2242	****	****	0.089	0.465	Round Nose	1	****	0.12	0.495	0.058	0.015	0.0155	0.212	0.27	Round Nose	1	****	0.05	4	1	0	0.125	Group of Cylinders	1	****
236	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M7N	complex pier	0.141	167	****	1	250	****	0.86	1.34	****	0.18	0.31	0.32	Beheshti&Ataie 2243	****	****	0.089	0.465	Round Nose	1	****	0.12	0.495	0.058	0.015	0.0155	0.122	0.18	Round Nose	1	****	0.05	4	1	0	0.125	Group of Cylinders	1	****
237	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M7O	complex pier	0.15	245	****	1	251	****	0.86	1.34	****	0.18	0.31	0.32	Beheshti&Ataie 2244	****	****	0.089	0.465	Round Nose	1	****	0.12	0.495	0.058	0.015	0.0155	0.062	0.12	Round Nose	1	****	0.05	4	1	0	0.125	Group of Cylinders	1	****
238	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M7P	complex pier	0.191	291	****	1	252	****	0.86	1.34	****	0.18	0.31	0.32	Beheshti&Ataie 2245	****	****	0.089	0.465	Round Nose	1	****	0.12	0.495	0.058	0.015	0.0155	0	0.058	Round Nose	1	****	0.05	4	1	0	0.125	Group of Cylinders	1	****
239	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M7Q	complex pier	0.23	273	****	1	253	****	0.86	1.34	****	0.18	0.31	0.32	Beheshti&Ataie 2246	****	****	0.089	0.465	Round Nose	1	****	0.12	0.495	0.058	0.015	0.0155	-0.029	0.029	Round Nose	1	****	0.05	4	1	0	0.125	Group of Cylinders	1	****
240	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M7R	complex pier	0.188	299	****	1	254	****	0.86	1.34	****	0.18	0.31	0.32	Beheshti&Ataie 2247	****	****	0.089	0.465	Round Nose	1	****	0.12	0.495	0.058	0.015	0.0155	-0.058	0	Round Nose	1	****	0.05	4	1	0	0.125	Group of Cylinders	1	****
241	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M7S	complex pier	0.168	360	****	1	255	****	0.86	1.34	****	0.18	0.31	0.32	Beheshti&Ataie 2248	****	****	0.089	0.465	Round Nose	1	****	0.12	0.495	0.058	0.015	0.0155	-0.118	-0.06	Round Nose	1	****	0.05	4	1	0	0.125	Group of Cylinders	1	****
242	Moreno, Maia, Couto, 2016, JHE, Prediction of…	Faculty of Engineering of the University of Porto, FEUP	M7T	complex pier	0.179	335	****	1	256	****	0.86	1.34	****	0.18	0.31	0.32	Beheshti&Ataie 2249	****	****	0.089	0.465	Round Nose	1	****	0.12	0.495	0.058	0.015	0.0155	-0.328	-0.27	Round Nose	1	****	0.05	4	1	0	0.125	Group of Cylinders	1	****
243	Moreno, Muralha, Couto, Maia, Cardoso, 2015 IAHR	Faculty of Engineering of the University of Porto, FEUP	M2B	complex pier	0.149	610	****	1	257	****	0.86	1.34	****	0.2	0.258	0.32	Beheshti&Ataie 2250	****	****	0.08	0.403	Round Nose	1	****	0.2	0.523	0.09	0.06	0.06	0.044	0.134	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
244	Moreno, Muralha, Couto, Maia, Cardoso, 2015 IAHR	Faculty of Engineering of the University of Porto, FEUP	M2C	complex pier	0.103	610	****	1	258	****	0.86	1.34	****	0.2	0.258	0.32	Beheshti&Ataie 2251	****	****	0.08	0.403	Round Nose	1	****	0.2	0.523	0.09	0.06	0.06	-0.024	0.066	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
245	Moreno, Muralha, Couto, Maia, Cardoso, 2015 IAHR	Faculty of Engineering of the University of Porto, FEUP	M2D	complex pier	0.108	605	****	1	259	****	0.86	1.34	****	0.2	0.258	0.32	Beheshti&Ataie 2252	****	****	0.08	0.403	Round Nose	1	****	0.2	0.523	0.09	0.06	0.06	-0.052	0.038	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
246	Moreno, Muralha, Couto, Maia, Cardoso, 2015 IAHR	Faculty of Engineering of the University of Porto, FEUP	M2E	complex pier	0	605	****	1	260	****	0.86	1.34	****	0.2	0.258	0.32	Beheshti&Ataie 2253	****	****	0.08	0.403	Round Nose	1	****	0.2	0.523	0.09	0.06	0.06	-0.09	0	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
247	Moreno, Muralha, Couto, Maia, Cardoso, 2015 IAHR	Faculty of Engineering of the University of Porto, FEUP	M2G	complex pier	0.112	533	****	1	261	****	0.86	1.34	****	0.2	0.258	0.32	Beheshti&Ataie 2254	****	****	0.08	0.403	Round Nose	1	****	0.2	0.523	0.09	0.06	0.06	-0.202	-0.112	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
248	Moreno, Muralha, Couto, Maia, Cardoso, 2015 IAHR	Faculty of Engineering of the University of Porto, FEUP	M2H	complex pier	0.15	533	****	1	262	****	0.86	1.34	****	0.2	0.258	0.32	Beheshti&Ataie 2255	****	****	0.08	0.403	Round Nose	1	****	0.2	0.523	0.09	0.06	0.06	-0.31	-0.22	Round Nose	1	****	0.05	4	2	0.125	0.125	Group of Cylinders	1	****
249	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P1-1C1.1	complex pier	0.102	263	****	0.7	263	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2256	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.05	0.05	0.05	0.123	0.173	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
250	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P1-1C1.5	complex pier	0.162	246	****	0.7	264	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2257	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.05	0.05	0.05	-0.017	0.033	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
251	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P1-1C1.10	complex pier	0.08	746	****	0.7	265	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2258	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.05	0.05	0.05	-0.075	-0.025	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
252	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P2-2C1.3	complex pier	0.12	149	****	0.7	266	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2259	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.025	0.05	0.05	0.066	0.091	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
253	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P2-2C1.4	complex pier	0.113	151	****	0.7	267	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2260	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.025	0.05	0.05	0.033	0.058	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
254	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P2-2C1.5	complex pier	0.123	146	****	0.7	268	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2261	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.025	0.05	0.05	0.008	0.033	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
255	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P2-2C1.6	complex pier	0.141	171	****	0.7	269	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2262	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.025	0.05	0.05	-0.001	0.024	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
256	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P2-2C1.7	complex pier	0.129	319	****	0.7	270	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2263	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.025	0.05	0.05	-0.025	0	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
257	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P2-2C1.8	complex pier	0.104	582	****	0.7	271	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2264	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.025	0.05	0.05	-0.033	-0.008	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
258	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P2-2C1.9	complex pier	0.095	318	****	0.7	272	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2265	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.025	0.05	0.05	-0.037	-0.012	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
259	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P2-2C1.10	complex pier	0.073	526	****	0.7	273	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2266	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.025	0.05	0.05	-0.05	-0.025	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
260	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P2-2C1.11	complex pier	0.052	239	****	0.7	274	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2267	****	****	0.049	0.197	Round Nose	1	****	0.148	0.298	0.025	0.05	0.05	-0.075	-0.05	Round Nose	1	****	0.025	5	2	0.055	0.05	Group of Cylinders	1	****
261	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P4-4C1.1	complex pier	0.077	192	****	0.7	275	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2268	****	****	0.049	0.197	Round Nose	1	****	0.049	0.197	0.05	0.01	0.01	0.175	0.185	Round Nose	1	****	0.025	4	1	0	0.05	Group of Cylinders	1	****
262	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P4-4C1.4	complex pier	0.085	193	****	0.7	276	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2269	****	****	0.049	0.197	Round Nose	1	****	0.049	0.197	0.055	0.01	0.01	0.045	0.101	Round Nose	1	****	0.025	4	1	0	0.05	Group of Cylinders	1	****
263	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P4-4C1.6	complex pier	0.09	151	****	0.7	277	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2270	****	****	0.049	0.197	Round Nose	1	****	0.049	0.197	0.076	0.01	0.01	0.024	0.101	Round Nose	1	****	0.025	4	1	0	0.05	Group of Cylinders	1	****
264	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P4-4C1.8	complex pier	0.103	223	****	0.7	278	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2271	****	****	0.049	0.197	Round Nose	1	****	0.049	0.197	0.1	0.01	0.01	0.001	0.101	Round Nose	1	****	0.025	4	1	0	0.05	Group of Cylinders	1	****
265	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P4-4C1.9	complex pier	0.11	127	****	0.7	279	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2272	****	****	0.049	0.197	Round Nose	1	****	0.049	0.197	0.107	0.01	0.01	-0.007	0.101	Round Nose	1	****	0.025	4	1	0	0.05	Group of Cylinders	1	****
266	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P4-4C1.10	complex pier	0.108	126	****	0.7	280	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2273	****	****	0.049	0.197	Round Nose	1	****	0.049	0.197	0.113	0.01	0.01	-0.013	0.101	Round Nose	1	****	0.025	4	1	0	0.05	Group of Cylinders	1	****
267	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P4-4C1.11	complex pier	0.115	271	****	0.7	281	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2274	****	****	0.049	0.197	Round Nose	1	****	0.049	0.197	0.118	0.01	0.01	-0.018	0.101	Round Nose	1	****	0.025	4	1	0	0.05	Group of Cylinders	1	****
268	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P4-4C1.12	complex pier	0.114	221	****	0.7	282	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2275	****	****	0.049	0.197	Round Nose	1	****	0.049	0.197	0.125	0.01	0.01	-0.025	0.101	Round Nose	1	****	0.025	4	1	0	0.05	Group of Cylinders	1	****
269	Moreno, Birjukova, Grimaldi, Gaudio, Cardoso 2017	Insituto Superio Tecnico, Lisbon, Portugal	P4-4C1.13	complex pier	0.105	175	****	0.7	283	****	0.83	1.48	****	0.1	0.276	0.296	Beheshti&Ataie 2276	****	****	0.049	0.197	Round Nose	1	****	0.049	0.197	0.15	0.01	0.01	-0.05	0.101	Round Nose	1	****	0.025	4	1	0	0.05	Group of Cylinders	1	****
270	Ramos, Bento, Maia, Pego, 2015	Faculty of Engineering of the University of Porto, FEUP	run	complex pier	0.198	264	****	1	284	****	0.86	1.4	****	0.18	0.327	0.34	Beheshti&Ataie 2277	****	****	0.089	0.475	Round Nose	1	****	0.12	0.506	0.058	0.0155	0.0155	-0.029	0.029	Round Nose	1	****	0.05	4	1	0	0.125	Group of Cylinders	1	****
271	Oliveto, Rossi, Hager, 2004	University of Basilicata	B-1	complex pier	0.033	8	****	0.5	285	****	2.4	1.6	****	0.1051	0.467082605	0.00	Beheshti&Ataie 2278	****	****	0.06	0.06	Cylindrical	1	****	0.12	0.12	0.04	0.03	0.03	-0.04	0	Square Nose	1.1	****	0.02	2	2	0.04	0.04	Group of Cylinders	1	****
